filename,version,relative_path,branch_url,tag,commit_sha,commit_url,qr_image,notes 

pregnancy_first_trimester_prep_v1.0.0.pdf,1.0.0,files/pregnancy_first_trimester_prep_v1.0.0.pdf,https://cdn.jsdelivr.net/gh/qwerwanghao/public-files/files/pregnancy_first_trimester_prep_v1.0.0.pdf,v1.0.0,,,manifest/qr/pregnancy_first_trimester_prep_v1.0.0.png,首发版本；如需在微信中保存而非在线预览可追加ZIP版本
